timestamp,temp,humidity,wind speed,coco
2024-08-18-00-00-00,23.2,76,7.4,3
2024-08-18-01-00-00,22.9,78,9.3,2
2024-08-18-02-00-00,22.8,77,9.3,2
2024-08-18-03-00-00,22.2,79,9.3,2
2024-08-18-04-00-00,21.6,82,9.3,2
2024-08-18-05-00-00,21.1,84,9.3,2
2024-08-18-06-00-00,21.4,82,9.3,2
2024-08-18-07-00-00,22.3,78,11.1,2
2024-08-18-08-00-00,23.6,73,11.1,2
2024-08-18-09-00-00,25.4,65,11.1,2
2024-08-18-10-00-00,27.0,58,11.1,2
2024-08-18-11-00-00,29.3,50,13.0,2
2024-08-18-12-00-00,27.0,61,11.1,3
2024-08-18-13-00-00,28.4,55,13.0,2
2024-08-18-14-00-00,30.1,49,13.0,2
2024-08-18-15-00-00,30.8,46,14.8,2
2024-08-18-16-00-00,31.3,45,14.8,2
2024-08-18-17-00-00,31.3,45,14.8,2
2024-08-18-18-00-00,30.8,48,13.0,2
2024-08-18-19-00-00,29.3,53,11.1,2
2024-08-18-20-00-00,27.6,58,9.3,2
2024-08-18-21-00-00,26.1,64,9.3,2
2024-08-18-22-00-00,25.0,68,9.3,2
2024-08-18-23-00-00,24.1,71,7.4,2
2024-08-19-00-00-00,23.5,76,5.5,2
2024-08-19-01-00-00,23.4,76,9.3,2
2024-08-19-02-00-00,23.1,76,9.3,2
2024-08-19-03-00-00,22.6,78,9.3,2
2024-08-19-04-00-00,22.2,80,9.3,2
2024-08-19-05-00-00,22.1,80,9.3,2
2024-08-19-06-00-00,21.7,80,7.4,3
2024-08-19-07-00-00,22.9,74,7.4,2
2024-08-19-08-00-00,24.2,70,9.3,3
2024-08-19-09-00-00,24.9,67,9.3,3
2024-08-19-10-00-00,26.5,61,9.3,3
2024-08-19-11-00-00,27.8,56,9.3,3
2024-08-19-12-00-00,27.9,58,9.3,3
2024-08-19-13-00-00,28.9,55,9.3,3
2024-08-19-14-00-00,30.3,49,9.3,3
2024-08-19-15-00-00,30.7,47,9.3,3
2024-08-19-16-00-00,31.1,46,11.1,3
2024-08-19-17-00-00,31.1,45,13.0,3
2024-08-19-18-00-00,30.2,48,7.4,3
2024-08-19-19-00-00,28.9,53,9.3,3
2024-08-19-20-00-00,27.7,58,9.3,3
2024-08-19-21-00-00,26.5,62,9.3,3
2024-08-19-22-00-00,25.4,65,9.3,3
2024-08-19-23-00-00,24.8,68,9.3,2
2024-08-20-00-00-00,23.4,76,7.4,2
2024-08-20-01-00-00,23.4,76,9.3,2
2024-08-20-02-00-00,23.3,75,9.3,2
2024-08-20-03-00-00,23.1,76,9.3,2
2024-08-20-04-00-00,22.9,77,9.3,2
2024-08-20-05-00-00,22.6,78,9.3,3
2024-08-20-06-00-00,21.9,81,7.4,2
2024-08-20-07-00-00,23.1,75,7.4,2
2024-08-20-08-00-00,24.4,71,7.4,2
2024-08-20-09-00-00,25.1,69,9.3,2
2024-08-20-10-00-00,26.6,64,9.3,2
2024-08-20-11-00-00,28.1,58,9.3,2
2024-08-20-12-00-00,29.0,54,9.3,2
2024-08-20-13-00-00,29.9,51,9.3,2
2024-08-20-14-00-00,30.4,50,9.3,2
2024-08-20-15-00-00,30.9,49,11.1,2
2024-08-20-16-00-00,30.7,49,11.1,2
2024-08-20-17-00-00,30.3,50,11.1,2
2024-08-20-18-00-00,29.3,53,11.1,2
2024-08-20-19-00-00,28.2,57,9.3,2
2024-08-20-20-00-00,27.0,61,7.4,2
2024-08-20-21-00-00,26.1,65,7.4,2
2024-08-20-22-00-00,25.0,69,7.4,2
2024-08-20-23-00-00,24.3,73,7.4,2
2024-08-21-00-00-00,23.0,80,5.5,2
2024-08-21-01-00-00,22.3,82,7.4,2
2024-08-21-02-00-00,22.0,83,5.5,2
2024-08-21-03-00-00,21.5,84,5.5,2
2024-08-21-04-00-00,20.9,86,3.7,2
2024-08-21-05-00-00,20.8,87,3.7,2
2024-08-21-06-00-00,20.5,87,5.5,2
2024-08-21-07-00-00,22.0,82,5.5,2
2024-08-21-08-00-00,23.7,75,7.4,2
2024-08-21-09-00-00,24.7,72,9.3,2
2024-08-21-10-00-00,25.6,68,13.0,2
2024-08-21-11-00-00,26.4,64,16.7,2
2024-08-21-12-00-00,26.2,66,20.4,2
2024-08-21-13-00-00,26.8,62,20.4,2
2024-08-21-14-00-00,27.0,59,22.2,2
2024-08-21-15-00-00,26.8,58,24.1,3
2024-08-21-16-00-00,26.8,56,24.1,3
2024-08-21-17-00-00,26.4,55,24.1,3
2024-08-21-18-00-00,26.1,55,22.2,3
2024-08-21-19-00-00,25.1,57,20.4,3
2024-08-21-20-00-00,24.2,59,20.4,2
2024-08-21-21-00-00,23.0,62,18.5,2
2024-08-21-22-00-00,22.5,62,18.5,2
2024-08-21-23-00-00,22.0,63,16.7,2
2024-08-22-00-00-00,21.0,68,14.8,2
2024-08-22-01-00-00,21.1,66,14.8,1
2024-08-22-02-00-00,20.6,67,14.8,1
2024-08-22-03-00-00,20.1,67,13.0,1
2024-08-22-04-00-00,19.6,67,13.0,1
2024-08-22-05-00-00,19.1,67,13.0,2
2024-08-22-06-00-00,18.4,72,11.1,2
2024-08-22-07-00-00,19.6,66,11.1,2
2024-08-22-08-00-00,20.8,60,11.1,2
2024-08-22-09-00-00,21.5,56,11.1,3
2024-08-22-10-00-00,23.1,49,11.1,3
2024-08-22-11-00-00,24.2,44,11.1,3
2024-08-22-12-00-00,24.5,42,11.1,3
2024-08-22-13-00-00,25.0,40,11.1,3
2024-08-22-14-00-00,25.8,37,11.1,3
2024-08-22-15-00-00,25.8,35,11.1,3
2024-08-22-16-00-00,25.9,34,11.1,3
2024-08-22-17-00-00,25.9,34,9.3,3
2024-08-22-18-00-00,26.1,34,7.4,3
2024-08-22-19-00-00,25.0,37,7.4,3
2024-08-22-20-00-00,23.8,41,7.4,3
2024-08-22-21-00-00,22.2,47,5.5,3
2024-08-22-22-00-00,20.8,52,5.5,2
2024-08-22-23-00-00,19.8,57,5.5,2
2024-08-23-00-00-00,18.9,60,5.5,2
2024-08-23-01-00-00,18.3,62,5.5,2
2024-08-23-02-00-00,17.5,64,5.5,2
2024-08-23-03-00-00,17.1,66,5.5,2
2024-08-23-04-00-00,16.6,66,7.4,2
2024-08-23-05-00-00,16.4,67,7.4,2
2024-08-23-06-00-00,16.6,67,9.3,2
2024-08-23-07-00-00,17.7,66,9.3,2
2024-08-23-08-00-00,19.3,61,9.3,2
2024-08-23-09-00-00,21.4,55,9.3,2
2024-08-23-10-00-00,23.2,50,9.3,2
2024-08-23-11-00-00,25.3,45,9.3,2
2024-08-23-12-00-00,25.5,47,9.3,2
2024-08-23-13-00-00,27.0,43,11.1,2
2024-08-23-14-00-00,28.5,39,9.3,2
2024-08-23-15-00-00,29.5,37,11.1,2
2024-08-23-16-00-00,30.3,36,11.1,2
2024-08-23-17-00-00,30.7,35,11.1,2
2024-08-23-18-00-00,30.5,35,7.4,2
2024-08-23-19-00-00,29.0,39,7.4,2
2024-08-23-20-00-00,27.4,45,7.4,2
2024-08-23-21-00-00,25.4,52,5.5,2
2024-08-23-22-00-00,23.6,58,5.5,1
2024-08-23-23-00-00,22.1,64,3.7,1
2024-08-24-00-00-00,20.8,72,5.5,1
2024-08-24-01-00-00,20.2,73,7.4,1
2024-08-24-02-00-00,19.8,73,7.4,1
2024-08-24-03-00-00,18.9,76,7.4,1
2024-08-24-04-00-00,18.2,77,7.4,1
2024-08-24-05-00-00,17.8,79,7.4,1
2024-08-24-06-00-00,17.3,81,7.4,1
2024-08-24-07-00-00,18.9,75,7.4,1
2024-08-24-08-00-00,21.2,66,9.3,1
2024-08-24-09-00-00,22.8,61,9.3,1
2024-08-24-10-00-00,25.3,53,9.3,1
2024-08-24-11-00-00,27.8,45,9.3,1
2024-08-24-12-00-00,28.4,45,9.3,2
2024-08-24-13-00-00,30.0,39,9.3,2
2024-08-24-14-00-00,31.5,36,9.3,2
2024-08-24-15-00-00,32.5,33,11.1,2
2024-08-24-16-00-00,33.2,32,11.1,2
2024-08-24-17-00-00,33.2,31,11.1,2
2024-08-24-18-00-00,33.1,32,9.3,2
2024-08-24-19-00-00,31.2,36,9.3,2
2024-08-24-20-00-00,29.2,41,7.4,2
2024-08-24-21-00-00,27.1,48,7.4,2
2024-08-24-22-00-00,25.3,53,7.4,2
2024-08-24-23-00-00,23.9,58,5.5,2
2024-08-25-00-00-00,22.8,63,5.5,1
2024-08-25-01-00-00,22.4,63,7.4,1
2024-08-25-02-00-00,21.7,64,7.4,1
2024-08-25-03-00-00,20.8,66,9.3,1
2024-08-25-04-00-00,20.0,68,9.3,2
2024-08-25-05-00-00,19.6,71,9.3,2
2024-08-25-06-00-00,19.8,71,9.3,2
2024-08-25-07-00-00,20.8,69,9.3,2
2024-08-25-08-00-00,22.5,64,9.3,2
2024-08-25-09-00-00,24.5,57,9.3,2
2024-08-25-10-00-00,26.5,50,9.3,2
2024-08-25-11-00-00,28.9,44,7.4,2
2024-08-25-12-00-00,30.6,38,7.4,2
2024-08-25-13-00-00,32.1,34,7.4,2
2024-08-25-14-00-00,33.2,32,7.4,2
2024-08-25-15-00-00,33.9,30,7.4,2
2024-08-25-16-00-00,34.1,29,7.4,2
2024-08-25-17-00-00,34.4,28,9.3,2
2024-08-25-18-00-00,33.3,31,7.4,2
2024-08-25-19-00-00,31.8,34,7.4,2
2024-08-25-20-00-00,30.1,39,7.4,2
2024-08-25-21-00-00,27.9,46,7.4,2
2024-08-25-22-00-00,26.3,52,7.4,1
2024-08-25-23-00-00,25.3,58,9.3,1
2024-08-26-00-00-00,24.5,60,7.4,1
2024-08-26-01-00-00,24.1,61,7.4,1
2024-08-26-02-00-00,23.4,64,7.4,1
2024-08-26-03-00-00,23.0,65,7.4,1
2024-08-26-04-00-00,22.7,66,7.4,1
2024-08-26-05-00-00,22.3,68,7.4,2
2024-08-26-06-00-00,22.5,68,7.4,2
2024-08-26-07-00-00,23.4,65,7.4,2
2024-08-26-08-00-00,24.3,63,5.5,2
2024-08-26-09-00-00,26.0,59,7.4,2
2024-08-26-10-00-00,27.4,54,7.4,2
2024-08-26-11-00-00,28.8,50,9.3,2
2024-08-26-12-00-00,30.1,45,11.1,2
2024-08-26-13-00-00,31.1,42,11.1,2
2024-08-26-14-00-00,31.7,39,11.1,2
2024-08-26-15-00-00,32.2,38,13.0,2
2024-08-26-16-00-00,32.4,37,13.0,2
2024-08-26-17-00-00,32.0,38,14.8,2
2024-08-26-18-00-00,30.9,41,13.0,2
2024-08-26-19-00-00,29.7,45,13.0,2
2024-08-26-20-00-00,28.4,49,11.1,3
2024-08-26-21-00-00,26.8,55,9.3,3
2024-08-26-22-00-00,25.7,59,9.3,2
2024-08-26-23-00-00,24.6,62,7.4,2
2024-08-27-00-00-00,23.9,65,9.3,2
2024-08-27-01-00-00,23.3,67,9.3,2
2024-08-27-02-00-00,23.0,67,7.4,2
2024-08-27-03-00-00,22.7,67,7.4,2
2024-08-27-04-00-00,22.3,69,9.3,2
2024-08-27-05-00-00,22.0,71,9.3,2
2024-08-27-06-00-00,22.2,70,9.3,2
2024-08-27-07-00-00,22.8,68,11.1,2
2024-08-27-08-00-00,23.4,67,11.1,2
2024-08-27-09-00-00,24.7,63,11.1,2
2024-08-27-10-00-00,26.3,57,13.0,2
2024-08-27-11-00-00,27.8,53,13.0,2
2024-08-27-12-00-00,29.2,48,13.0,2
2024-08-27-13-00-00,30.0,46,14.8,2
2024-08-27-14-00-00,30.6,44,13.0,2
2024-08-27-15-00-00,30.8,43,14.8,2
2024-08-27-16-00-00,30.6,43,14.8,2
2024-08-27-17-00-00,30.3,43,13.0,3
2024-08-27-18-00-00,29.6,46,13.0,3
2024-08-27-19-00-00,28.4,50,11.1,3
2024-08-27-20-00-00,26.9,56,11.1,3
2024-08-27-21-00-00,25.7,61,9.3,2
2024-08-27-22-00-00,24.7,64,7.4,2
2024-08-27-23-00-00,23.9,67,7.4,2
2024-08-28-00-00-00,23.2,69,7.4,2
2024-08-28-01-00-00,22.5,72,7.4,2
2024-08-28-02-00-00,21.9,74,7.4,2
2024-08-28-03-00-00,21.5,76,7.4,2
2024-08-28-04-00-00,21.2,78,7.4,2
2024-08-28-05-00-00,20.8,78,7.4,2
2024-08-28-06-00-00,21.4,77,7.4,2
2024-08-28-07-00-00,22.4,74,7.4,2
2024-08-28-08-00-00,23.7,68,9.3,2
2024-08-28-09-00-00,25.3,62,9.3,2
2024-08-28-10-00-00,27.1,57,11.1,2
2024-08-28-11-00-00,28.6,51,11.1,2
2024-08-28-12-00-00,29.9,47,11.1,2
2024-08-28-13-00-00,30.9,43,11.1,2
2024-08-28-14-00-00,31.6,40,11.1,2
2024-08-28-15-00-00,32.0,39,11.1,2
2024-08-28-16-00-00,31.9,38,11.1,2
2024-08-28-17-00-00,31.8,37,11.1,2
2024-08-28-18-00-00,31.3,39,9.3,2
2024-08-28-19-00-00,29.9,42,9.3,2
2024-08-28-20-00-00,28.3,47,7.4,2
2024-08-28-21-00-00,26.6,53,7.4,2
2024-08-28-22-00-00,24.9,59,7.4,2
2024-08-28-23-00-00,23.8,63,7.4,2
2024-08-29-00-00-00,23.1,65,5.5,2
2024-08-29-01-00-00,22.6,66,7.4,1
2024-08-29-02-00-00,21.9,68,7.4,1
2024-08-29-03-00-00,21.3,70,7.4,1
2024-08-29-04-00-00,20.9,72,7.4,1
2024-08-29-05-00-00,20.4,74,7.4,2
2024-08-29-06-00-00,20.9,73,7.4,2
2024-08-29-07-00-00,21.9,70,7.4,2
2024-08-29-08-00-00,23.1,65,9.3,2
2024-08-29-09-00-00,25.1,58,9.3,2
2024-08-29-10-00-00,26.8,52,9.3,2
2024-08-29-11-00-00,28.7,46,9.3,2
2024-08-29-12-00-00,30.1,42,11.1,2
2024-08-29-13-00-00,31.4,38,11.1,2
2024-08-29-14-00-00,31.9,36,11.1,2
2024-08-29-15-00-00,32.5,34,11.1,2
2024-08-29-16-00-00,32.7,33,11.1,2
2024-08-29-17-00-00,32.3,34,11.1,2
2024-08-29-18-00-00,31.1,36,11.1,2
2024-08-29-19-00-00,29.8,41,9.3,2
2024-08-29-20-00-00,28.2,46,9.3,2
2024-08-29-21-00-00,26.6,51,9.3,2
2024-08-29-22-00-00,25.1,57,7.4,2
2024-08-29-23-00-00,23.7,62,7.4,2
2024-08-30-00-00-00,23.1,64,7.4,2
2024-08-30-01-00-00,22.5,65,7.4,2
2024-08-30-02-00-00,22.0,67,7.4,2
2024-08-30-03-00-00,21.5,68,7.4,2
2024-08-30-04-00-00,21.0,70,7.4,2
2024-08-30-05-00-00,20.9,71,7.4,2
2024-08-30-06-00-00,20.8,72,9.3,2
2024-08-30-07-00-00,21.5,70,7.4,2
2024-08-30-08-00-00,22.5,67,9.3,2
2024-08-30-09-00-00,24.2,61,11.1,2
2024-08-30-10-00-00,25.6,55,11.1,2
2024-08-30-11-00-00,26.8,52,11.1,2
2024-08-30-12-00-00,28.0,48,13.0,2
2024-08-30-13-00-00,28.9,44,14.8,2
2024-08-30-14-00-00,29.5,42,14.8,2
2024-08-30-15-00-00,30.2,40,14.8,2
2024-08-30-16-00-00,30.4,39,14.8,2
2024-08-30-17-00-00,30.2,40,14.8,2
2024-08-30-18-00-00,29.2,42,11.1,2
2024-08-30-19-00-00,27.8,47,11.1,2
2024-08-30-20-00-00,26.1,53,9.3,2
2024-08-30-21-00-00,24.9,57,9.3,2
2024-08-30-22-00-00,23.7,61,7.4,2
2024-08-30-23-00-00,22.6,65,7.4,2
2024-08-31-00-00-00,21.8,68,7.4,2
2024-08-31-01-00-00,21.3,69,7.4,2
2024-08-31-02-00-00,20.8,70,9.3,2
2024-08-31-03-00-00,20.4,72,9.3,2
2024-08-31-04-00-00,20.1,72,11.1,2
2024-08-31-05-00-00,19.9,73,9.3,2
2024-08-31-06-00-00,19.7,75,11.1,2
2024-08-31-07-00-00,20.4,73,11.1,2
2024-08-31-08-00-00,21.4,70,13.0,2
2024-08-31-09-00-00,23.1,63,13.0,2
2024-08-31-10-00-00,24.7,57,14.8,2
2024-08-31-11-00-00,25.9,53,14.8,2
2024-08-31-12-00-00,27.2,49,14.8,2
2024-08-31-13-00-00,28.0,46,16.7,2
2024-08-31-14-00-00,28.4,44,16.7,2
2024-08-31-15-00-00,28.7,43,16.7,2
2024-08-31-16-00-00,28.8,43,16.7,2
2024-08-31-17-00-00,28.5,44,16.7,2
2024-08-31-18-00-00,27.6,45,14.8,2
2024-08-31-19-00-00,26.0,51,13.0,2
2024-08-31-20-00-00,24.6,56,11.1,2
2024-08-31-21-00-00,23.2,60,11.1,2
2024-08-31-22-00-00,21.9,65,11.1,2
2024-08-31-23-00-00,21.0,68,11.1,2
2024-09-01-00-00-00,20.3,70,11.1,2
2024-09-01-01-00-00,20.0,69,11.1,2
2024-09-01-02-00-00,19.4,71,11.1,2
2024-09-01-03-00-00,19.0,73,11.1,2
2024-09-01-04-00-00,18.6,74,13.0,2
2024-09-01-05-00-00,18.4,75,14.8,2
2024-09-01-06-00-00,18.6,75,14.8,2
2024-09-01-07-00-00,18.9,74,14.8,2
2024-09-01-08-00-00,20.0,70,14.8,2
2024-09-01-09-00-00,21.3,64,14.8,2
2024-09-01-10-00-00,22.6,59,14.8,2
2024-09-01-11-00-00,23.9,54,16.7,2
2024-09-01-12-00-00,25.0,51,18.5,2
2024-09-01-13-00-00,26.1,47,18.5,2
2024-09-01-14-00-00,26.7,45,18.5,2
2024-09-01-15-00-00,27.0,44,18.5,2
2024-09-01-16-00-00,27.1,43,18.5,2
2024-09-01-17-00-00,26.9,43,18.5,2
2024-09-01-18-00-00,26.0,45,16.7,2
2024-09-01-19-00-00,24.8,50,14.8,2
2024-09-01-20-00-00,23.4,57,13.0,2
2024-09-01-21-00-00,22.0,61,13.0,2
2024-09-01-22-00-00,20.8,66,11.1,2
2024-09-01-23-00-00,19.6,69,11.1,2
2024-09-02-00-00-00,18.9,71,11.1,2
2024-09-02-01-00-00,18.3,73,14.8,2
2024-09-02-02-00-00,17.9,75,14.8,2
2024-09-02-03-00-00,17.5,75,14.8,2
2024-09-02-04-00-00,17.2,76,14.8,2
2024-09-02-05-00-00,16.8,78,14.8,2
2024-09-02-06-00-00,17.2,76,16.7,2
2024-09-02-07-00-00,17.7,75,18.5,2
2024-09-02-08-00-00,18.8,70,18.5,2
2024-09-02-09-00-00,20.2,64,18.5,2
2024-09-02-10-00-00,21.5,59,18.5,2
2024-09-02-11-00-00,22.7,53,18.5,2
2024-09-02-12-00-00,23.8,49,18.5,2
2024-09-02-13-00-00,24.7,46,18.5,2
2024-09-02-14-00-00,25.0,45,20.4,2
2024-09-02-15-00-00,25.1,44,20.4,2
2024-09-02-16-00-00,25.1,44,18.5,2
2024-09-02-17-00-00,25.3,43,18.5,2
2024-09-02-18-00-00,24.4,46,14.8,2
2024-09-02-19-00-00,23.3,49,13.0,2
2024-09-02-20-00-00,22.0,54,11.1,2
2024-09-02-21-00-00,21.0,58,11.1,2
2024-09-02-22-00-00,19.9,62,11.1,2
2024-09-02-23-00-00,19.0,65,11.1,2
2024-09-03-00-00-00,18.7,66,11.1,2
2024-09-03-01-00-00,18.3,67,11.1,2
2024-09-03-02-00-00,17.8,69,11.1,2
2024-09-03-03-00-00,17.3,72,13.0,2
2024-09-03-04-00-00,17.2,72,13.0,2
2024-09-03-05-00-00,16.6,74,11.1,2
2024-09-03-06-00-00,16.7,75,13.0,2
2024-09-03-07-00-00,17.3,73,13.0,2
2024-09-03-08-00-00,18.3,69,13.0,2
2024-09-03-09-00-00,19.4,65,13.0,2
2024-09-03-10-00-00,21.0,59,14.8,2
2024-09-03-11-00-00,22.6,53,14.8,2
2024-09-03-12-00-00,23.6,50,14.8,2
2024-09-03-13-00-00,24.7,47,14.8,2
2024-09-03-14-00-00,25.4,44,16.7,2
2024-09-03-15-00-00,25.7,43,16.7,2
2024-09-03-16-00-00,25.8,42,16.7,2
2024-09-03-17-00-00,25.7,43,14.8,2
2024-09-03-18-00-00,24.8,45,13.0,2
2024-09-03-19-00-00,23.9,49,13.0,2
2024-09-03-20-00-00,22.6,53,11.1,2
2024-09-03-21-00-00,21.5,57,9.3,2
2024-09-03-22-00-00,20.3,62,9.3,2
2024-09-03-23-00-00,19.4,66,9.3,2
2024-09-04-00-00-00,22.1,57,5.5,1
2024-09-04-01-00-00,21.7,57,7.4,2
2024-09-04-02-00-00,21.2,58,9.3,2
2024-09-04-03-00-00,20.3,61,9.3,2
2024-09-04-04-00-00,19.7,62,11.1,2
2024-09-04-05-00-00,19.3,64,11.1,2
2024-09-04-06-00-00,19.1,64,9.3,2
2024-09-04-07-00-00,20.2,60,9.3,2
2024-09-04-08-00-00,22.2,54,11.1,2
2024-09-04-09-00-00,23.7,50,11.1,2
2024-09-04-10-00-00,26.0,44,13.0,2
2024-09-04-11-00-00,28.2,38,13.0,2
2024-09-04-12-00-00,29.2,36,11.1,2
2024-09-04-13-00-00,30.4,32,11.1,2
2024-09-04-14-00-00,31.5,29,11.1,2
2024-09-04-15-00-00,32.0,28,13.0,2
2024-09-04-16-00-00,32.3,27,14.8,2
2024-09-04-17-00-00,32.0,27,14.8,2
2024-09-04-18-00-00,32.0,27,9.3,2
2024-09-04-19-00-00,29.7,32,9.3,2
2024-09-04-20-00-00,27.3,37,9.3,2
2024-09-04-21-00-00,25.4,43,9.3,2
2024-09-04-22-00-00,24.0,46,9.3,2
2024-09-04-23-00-00,22.9,50,9.3,2
2024-09-05-00-00-00,22.0,55,9.3,2
2024-09-05-01-00-00,21.6,56,9.3,1
2024-09-05-02-00-00,21.3,55,11.1,1
2024-09-05-03-00-00,20.3,57,13.0,1
2024-09-05-04-00-00,19.5,59,13.0,1
2024-09-05-05-00-00,18.9,61,13.0,2
2024-09-05-06-00-00,18.8,60,11.1,2
2024-09-05-07-00-00,20.1,54,13.0,2
2024-09-05-08-00-00,21.6,50,14.8,2
2024-09-05-09-00-00,22.8,46,16.7,2
2024-09-05-10-00-00,24.8,41,18.5,2
2024-09-05-11-00-00,26.5,36,18.5,2
2024-09-05-12-00-00,27.4,34,20.4,2
2024-09-05-13-00-00,28.7,31,18.5,2
2024-09-05-14-00-00,29.2,30,16.7,2
2024-09-05-15-00-00,30.0,29,18.5,2
2024-09-05-16-00-00,30.0,28,16.7,2
2024-09-05-17-00-00,29.3,29,16.7,2
2024-09-05-18-00-00,29.2,28,14.8,2
2024-09-05-19-00-00,27.1,33,13.0,1
2024-09-05-20-00-00,24.7,39,13.0,1
2024-09-05-21-00-00,22.8,45,11.1,1
2024-09-05-22-00-00,21.9,47,11.1,1
2024-09-05-23-00-00,21.2,50,13.0,1
2024-09-06-00-00-00,20.5,52,9.3,1
2024-09-06-01-00-00,20.5,52,11.1,1
2024-09-06-02-00-00,20.2,52,13.0,1
2024-09-06-03-00-00,19.2,53,13.0,1
2024-09-06-04-00-00,18.7,55,14.8,1
2024-09-06-05-00-00,18.3,55,13.0,1
2024-09-06-06-00-00,18.1,55,13.0,2
2024-09-06-07-00-00,19.1,52,13.0,2
2024-09-06-08-00-00,20.3,49,13.0,2
2024-09-06-09-00-00,21.0,47,14.8,2
2024-09-06-10-00-00,22.1,45,14.8,3
2024-09-06-11-00-00,23.5,43,14.8,3
2024-09-06-12-00-00,24.6,41,14.8,3
2024-09-06-13-00-00,25.7,39,14.8,3
2024-09-06-14-00-00,26.9,38,14.8,3
2024-09-06-15-00-00,27.5,38,16.7,3
2024-09-06-16-00-00,27.9,37,14.8,3
2024-09-06-17-00-00,28.0,37,14.8,3
2024-09-06-18-00-00,28.3,38,13.0,3
2024-09-06-19-00-00,26.4,44,11.1,3
2024-09-06-20-00-00,24.6,50,9.3,3
2024-09-06-21-00-00,23.4,55,7.4,2
2024-09-06-22-00-00,22.5,58,7.4,2
2024-09-06-23-00-00,21.7,61,7.4,2
2024-09-07-00-00-00,20.8,66,7.4,2
2024-09-07-01-00-00,20.3,68,7.4,2
2024-09-07-02-00-00,20.1,68,9.3,2
2024-09-07-03-00-00,19.5,70,9.3,2
2024-09-07-04-00-00,19.0,73,9.3,2
2024-09-07-05-00-00,18.7,74,9.3,2
2024-09-07-06-00-00,18.2,76,9.3,2
2024-09-07-07-00-00,19.2,71,9.3,2
2024-09-07-08-00-00,20.8,66,11.1,2
2024-09-07-09-00-00,22.0,62,11.1,2
2024-09-07-10-00-00,23.8,57,13.0,2
2024-09-07-11-00-00,25.5,52,14.8,2
2024-09-07-12-00-00,26.4,49,13.0,2
2024-09-07-13-00-00,27.5,46,14.8,2
2024-09-07-14-00-00,28.4,42,14.8,2
2024-09-07-15-00-00,28.9,41,16.7,2
2024-09-07-16-00-00,29.0,42,16.7,2
2024-09-07-17-00-00,28.8,42,16.7,2
2024-09-07-18-00-00,28.9,41,13.0,2
2024-09-07-19-00-00,26.9,47,11.1,2
2024-09-07-20-00-00,24.9,55,9.3,2
2024-09-07-21-00-00,23.7,59,7.4,2
2024-09-07-22-00-00,22.7,63,7.4,2
2024-09-07-23-00-00,22.0,66,5.5,2
2024-09-08-00-00-00,21.2,69,5.5,2
2024-09-08-01-00-00,20.7,70,7.4,2
2024-09-08-02-00-00,20.0,73,7.4,2
2024-09-08-03-00-00,19.5,74,9.3,2
2024-09-08-04-00-00,19.2,73,9.3,2
2024-09-08-05-00-00,19.0,73,11.1,2
2024-09-08-06-00-00,18.4,77,11.1,2
2024-09-08-07-00-00,19.5,71,11.1,2
2024-09-08-08-00-00,21.1,64,11.1,2
2024-09-08-09-00-00,22.3,59,13.0,2
2024-09-08-10-00-00,24.2,53,14.8,2
2024-09-08-11-00-00,26.1,46,16.7,2
2024-09-08-12-00-00,27.2,43,16.7,2
2024-09-08-13-00-00,28.3,39,20.4,2
2024-09-08-14-00-00,29.4,36,20.4,2
2024-09-08-15-00-00,29.8,36,22.2,2
2024-09-08-16-00-00,30.0,35,22.2,2
2024-09-08-17-00-00,29.9,35,20.4,2
2024-09-08-18-00-00,30.2,34,16.7,2
2024-09-08-19-00-00,28.1,38,14.8,2
2024-09-08-20-00-00,26.0,44,13.0,2
2024-09-08-21-00-00,24.5,49,11.1,2
2024-09-08-22-00-00,23.7,51,11.1,2
2024-09-08-23-00-00,22.9,53,11.1,2
